45
45
2, 2, 1
2, 1, 1
2, 3, 1
3, 3, 1
4, 3, 1
4, 2, 1
2, 4, 1
2, 5, 1
3, 5, 1
4, 5, 1
5, 5, 1
6, 5, 1
7, 5, 1
7, 4, 1
7, 3, 1
6, 3, 1
6, 2, 1
6, 6, 1
6, 7, 1
6, 8, 1
7, 8, 1
7, 9, 1
6, 9, 1
5, 9, 1
4, 9, 1
4, 8, 1
4, 7, 1
3, 7, 1
2, 7, 1
2, 6, 1
4, 10, 1
3, 10, 1
2, 10, 1
2, 11, 1
2, 12, 1
2, 13, 1
3, 13, 1
4, 11, 1
7, 10, 1
7, 11, 1
7, 12, 1
6, 12, 1
5, 12, 1
5, 13, 1
5, 14, 1
